sector,barrio,tarifa_base,recargo_distancia,tarifa_total
SECTOR GENERAL,INDUSTRIAL,9000,0,9000
SECTOR GENERAL,GUATIQUIA,0,0,0
SECTOR GENERAL,EL DIKE,0,0,0
SECTOR GENERAL,VILLA FABIOLA,8000,0,8000
SECTOR GENERAL,TOPACIO,10000,0,10000
SECTOR GENERAL,LOS VENCEDORES,10000,0,10000
SECTOR GENERAL,PORTALES DEL LLANO,15000,0,15000
SECTOR GENERAL,"NUEVA COLOMBIA 1,2",15000,0,15000
SECTOR GENERAL,SANTANDER,0,0,0
SECTOR GENERAL,MALVINAS,0,0,0
SECTOR GENERAL,CALAMAR,0,0,0
SECTOR GENERAL,SANTA FE,0,0,0
SECTOR GENERAL,SAN CARLOS,12000,0,12000
SECTOR GENERAL,RODEO,12000,0,12000
SECTOR GENERAL,SAN FERNANDO,12000,0,12000
SECTOR GENERAL,GAITAN BAJO,0,0,0
SECTOR GENERAL,BRISAS DEL GUATIQUIA,0,0,0
SECTOR GENERAL,SIMON BOLIVAR,9000,0,9000
SECTOR GENERAL,CAVIVIR,16000,0,16000
SECTOR GENERAL,RELIQUIA,17000,0,17000
SECTOR GENERAL,BETY CAMACHO,18000,0,18000
SECTOR GENERAL,FRIOGAN,16000,0,16000
SECTOR GENERAL,TRECE DE MAYO,17000,0,17000
SECTOR GENERAL,CANCHAS LA GAMBETA,17000,0,17000
SECTOR GENERAL,SALON DE EVENTOS JC,17000,0,17000
SECTOR GENERAL,BALNEARIO EL ESCONDITE,17000,0,17000
SECTOR GENERAL,HACIENDA LA MILAGROSA,17000,0,17000
SECTOR GENERAL,PARQUE KARMANU,17000,0,17000
SECTOR GENERAL,RANCHO J&C,18000,0,18000
SECTOR GENERAL,HOTEL LLANO DORADO,17000,0,17000
SECTOR GENERAL,CONDOMINIO BRIS DE JAZMIN,20000,0,20000
SECTOR GENERAL,DONDOMINIO CEDRITOS CAMPESTRE,20000,0,20000
SECTOR GENERAL,CONDOMINIO CAMPESTRE GUALANDAY,20000,0,20000
SECTOR GENERAL,CONJUNTO SAN CAMILO,20000,0,20000
SECTOR GENERAL,CIUDAD PORFIA,18000,0,18000
SECTOR GENERAL,LOS PINOS PORFIA,18000,0,18000
SECTOR GENERAL,VILLA JULIANA,20000,0,20000
SECTOR GENERAL,BRASILIA,18000,0,18000
SECTOR GENERAL,CHARRASCAL,18000,0,18000
SECTOR GENERAL,CIUDAD MILENIO,18000,0,18000
SECTOR GENERAL,VILLAS DE SAN AGUSTIN,18000,0,18000
SECTOR GENERAL,LAMADRID,22000,0,22000
SECTOR GENERAL,CANCHAS PRIMER TIEMPO,18000,0,18000
SECTOR GENERAL,LA NORA,23000,0,23000
SECTOR GENERAL,CONDOMINIO CAMPESTRE PIEDEMONTE,18000,0,18000
SECTOR GENERAL,GRAMALOTE,18000,0,18000
SECTOR GENERAL,SAMAN DE LA RIVERA,18000,0,18000
SECTOR GENERAL,LA CUNCIA,25000,0,25000
SECTOR GENERAL,JUAN PABLO,16000,0,16000
SECTOR GENERAL,CONDOMINIO BOSQUE DE PROVIDENCIA,16000,0,16000
SECTOR GENERAL,MOTEL MEDIA LUNA,16000,0,16000
SECTOR GENERAL,PARCELAS DE SAN CARLOS,20000,0,20000
SECTOR GENERAL,QUINTAS DE SANTA ANA VEREDA,20000,0,20000
SECTOR GENERAL,BALMORAL,18000,0,18000
SECTOR GENERAL,CONDOMINIO MONTEMADERO,18000,0,18000
SECTOR GENERAL,VEREDA CECILIA,18000,0,18000
SECTOR GENERAL,UNIVERSIDAD ANTONIO NARIÑO,18000,0,18000
SECTOR GENERAL,CAMINOS DEL MEDITERRANEO,18000,0,18000
SECTOR GENERAL,BARU,20000,0,20000
SECTOR GENERAL,BARQUITOS,18000,0,18000
SECTOR GENERAL,VEREDA APIAY,25000,0,25000
SECTOR GENERAL,LA FUERZA AERIA,23000,0,23000
SECTOR GENERAL,CUARTA DEVISION DEL EJERCITO,23000,0,23000
SECTOR GENERAL,VEREDA LLANERITA,30000,0,30000
SECTOR GENERAL,VILLA SUIZA,25000,0,25000
SECTOR GENERAL,VEREDA BARCELONA,22000,0,22000
SECTOR GENERAL,UNIVERSIDAD LOS LLANOS BARCELONA,22000,0,22000
SECTOR GENERAL,HACHON SENA,25000,0,25000
SECTOR GENERAL,AEROPUERTO,15000,0,15000
SECTOR GENERAL,POSO AZUL,20000,0,20000
SECTOR GENERAL,VEREDA VANGUARDIA,16000,0,16000
SECTOR GENERAL,ALDEA LA AURORA,16000,0,16000
SECTOR GENERAL,VIA ANTIGUA RESTREPO,16000,0,16000
SECTOR GENERAL,LA BENDITA,17000,0,17000
SECTOR GENERAL,AVEMARIA,17000,0,17000
SECTOR GENERAL,CANCHAS SOCCER,18000,0,18000
SECTOR GENERAL,CONDOMINIO SANRA BARBARA,18000,0,18000
SECTOR GENERAL,HOGAR GERRIATRICO DIVINO NIÑO JESUS,18000,0,18000
SECTOR GENERAL,LA CHORRERA,18000,0,18000
SECTOR GENERAL,CONDOMINIO SANTA BARBARA,20000,0,20000
SECTOR GENERAL,HOTEL HERRADURO,20000,0,20000
SECTOR GENERAL,MOTEL HOLLYWOO,20000,0,20000
SECTOR GENERAL,HOTEL VANGUARDIA,16000,0,16000
SECTOR GENERAL,CONDOMINIO SALAMANCA,16000,0,16000
SECTOR GENERAL,PARQUE OCARROS,18000,0,18000
SECTOR GENERAL,CEMENTERIO JARDINES DEL LLANO,18000,0,18000
SECTOR GENERAL,CONDOMINIO FLOR MURADO,20000,0,20000
SECTOR GENERAL,CONDOMINIO LOS ALPES,20000,0,20000
SECTOR GENERAL,VEREDA LA POYATA,25000,0,25000
SECTOR GENERAL,PEAJE PUENTE AMARILLO,20000,0,20000
SECTOR GENERAL,CONDOMINIO CAMPESTRE PALMA REAL,22000,0,22000
SECTOR GENERAL,VEREDA ARGENTINA,25000,0,25000
SECTOR GENERAL,RESTREPO,30000,0,30000
SECTOR GENERAL,RESERVA SAN NICOLAS VEREDA CAIRO,20000,0,20000
SECTOR GENERAL,VILLAS DEL SANTUARIO CAIRO,20000,0,20000
SECTOR GENERAL,CONDOMINIO CAMPRESTE ENTRE LAGOS,20000,0,20000
SECTOR GENERAL,CONDOMINIO SAN BASILIO CAIRO,22000,0,22000
SECTOR GENERAL,CONJUNTO LA CASTELLANA CAIRO,22000,0,22000
SECTOR GENERAL,GIMNACIO LOS OCOBOS CAIRO,22000,0,22000
SECTOR GENERAL,CONDOMIO TIERRA DEL SOL CAIRO,22000,0,22000
SECTOR GENERAL,CONDOMINIO LA QUINTA CAIRO,22000,0,22000
SECTOR GENERAL,CONJUNTO SAN ANGEL CAIRO,23000,0,23000
SECTOR GENERAL,ONDOMINIO CALLENA CAIRO,23000,0,23000
SECTOR GENERAL,RESERVAS DEL CAIRO,23000,0,23000
SECTOR GENERAL,VILLAS DEL CAIRO,23000,0,23000
SECTOR GENERAL,CONDOMINIO LA PRIMAVERA CAIRO,25000,0,25000
SECTOR GENERAL,CENTRO COMERCIAL UNICO,10000,0,10000
SECTOR GENERAL,CENTRO COMERCIAL LLANOCENTRO,11000,0,11000
SECTOR GENERAL,CENTRO COMERCIAL VILLACENTRO,11000,0,11000
SECTOR GENERAL,CENTRO COMERCIAL UNICENTRO,10000,0,10000
SECTOR GENERAL,CONTRO COMERCIAL VIVA,11000,0,11000
SECTOR GENERAL,CENTRO COMERCIAL PRIMAVERA URBANA,11000,0,11000
SECTOR GENERAL,CENTRO COMERCIAL LA HACIENDA,12000,0,12000
SECTOR GENERAL,CENTRO COMERCIAL MARANDUA,10000,0,10000
SECTOR GENERAL,CENTRO COMERCILA VILLA JULIA,10000,0,10000
SECTOR GENERAL,PARQUE CENTRAL,10000,0,10000
SECTOR GENERAL,CELLE DE FLORESTERIAS,10000,0,10000
SECTOR GENERAL,PAQUE DE LOS ESTIDIANTE,10000,0,10000
SECTOR GENERAL,PARQUE DE BANDERAS,10000,0,10000
SECTOR GENERAL,SANI SIDRO,10000,0,10000
SECTOR GENERAL,VILLA JULIA,10000,0,10000
SECTOR GENERAL,ÉXITO CENTRO,10000,0,10000
SECTOR GENERAL,MARANDUO CENTRO,10000,0,10000
SECTOR GENERAL,PARQUE DE LA CRUZ,10000,0,10000
SECTOR GENERAL,PLAZA LIBERTADORES,10000,0,10000
SECTOR GENERAL,PARQUE INFANTIAL,10000,0,10000
SECTOR GENERAL,CRUZ ROJA,10000,0,10000
SECTOR GENERAL,HOTEL BAHIA,8000,0,8000
SECTOR GENERAL,HOTEL JUANCHO,8000,0,8000
SECTOR GENERAL,HOTEL ORIENTE PLAZA,8000,0,8000
SECTOR GENERAL,HOTEL VILLA JOHANA,8000,0,8000
SECTOR GENERAL,HOTEL MORICHAL PLAZA,8000,0,8000
SECTOR GENERAL,HOTEL LLANO LINDO,8000,0,8000
SECTOR GENERAL,HOTEL ARIARI AZUL,8000,0,8000
SECTOR GENERAL,HOTEL RUBIALES,8000,0,8000
SECTOR GENERAL,HOTEL EL TERMINAL,8000,0,8000
SECTOR GENERAL,HOTEL CAMELIAS,8000,0,8000
SECTOR GENERAL,HOTEL ALCARAVAN REAL,8000,0,8000
SECTOR GENERAL,HOTEL REY DAVID,8000,0,8000
SECTOR GENERAL,HOTEL HACARITAMA COLONIAL,8000,0,8000
SECTOR GENERAL,HOTEL HEIDI,8000,0,8000
SECTOR GENERAL,HOTEL CAQUECEÑO,8000,0,8000
SECTOR GENERAL,HOTEL MAMÁ,8000,0,8000
SECTOR GENERAL,HOTEL ESTAMPA LLANERA,8000,0,8000
SECTOR GENERAL,HOTEL SHA,8000,0,8000
SECTOR GENERAL,HOTEL OLAM,8000,0,8000
SECTOR GENERAL,HOTEL CAYENA,9000,0,9000
SECTOR GENERAL,HOTEL CARIMAGUA,10000,0,10000
SECTOR GENERAL,HOTEL NAPOLITANO,10000,0,10000
SECTOR GENERAL,HOTEL SOL DEL LLANO,10000,0,10000
SECTOR GENERAL,HOTEL GRAN RESERVA,10000,0,10000
SECTOR GENERAL,HOTEL VVC,10000,0,10000
SECTOR GENERAL,HOTEL CENTAUROS,10000,0,10000
SECTOR GENERAL,HOTEL SERRANIA REAL,10000,0,10000
SECTOR GENERAL,HOTEL INAMBU,10000,0,10000
SECTOR GENERAL,HOTEL SOL DORADO,10000,0,10000
SECTOR GENERAL,HOTEL PALMA REAL,10000,0,10000
SECTOR GENERAL,HOTEL CAPRI,10000,0,10000
SECTOR GENERAL,HOTEL SANTA ISABEK,10000,0,10000
SECTOR GENERAL,HOTEL LA GARZA ROJO,10000,0,10000
SECTOR GENERAL,HOTEL COLINAS DEL LLANO,10000,0,10000
SECTOR GENERAL,HOTEL VILLA JULIANA,9000,0,9000
SECTOR GENERAL,HOTEL TRAVEL BLUE,10000,0,10000
SECTOR GENERAL,HOTEL CIELOS ABIERTOS,10000,0,10000
SECTOR GENERAL,HOTEL MARIA DANNY,10000,0,10000
SECTOR GENERAL,HOTEL PLAZA GAVAN,10000,0,10000
SECTOR GENERAL,HOTEL DEL LLANO,11000,0,11000
SECTOR GENERAL,HOTEL CENTAUROS,10000,0,10000
SECTOR GENERAL,HOTEL ARBOLEDAS PLAZA,12000,0,12000
SECTOR GENERAL,HOTEL OBELISCO LLANERO,12000,0,12000
SECTOR GENERAL,HOTEL SANTI,12000,0,12000
SECTOR GENERAL,HOTEL VIMAR,12000,0,12000
SECTOR GENERAL,HOTEL SOLEV,12000,0,12000
SECTOR GENERAL,HOTEL LIDER DEL LLANO,12000,0,12000
SECTOR GENERAL,HOTEL ALAMEDA,12000,0,12000
SECTOR GENERAL,HOTEL SAN IGNACIO,12000,0,12000
SECTOR GENERAL,HOTEL MI LLANO,12000,0,12000
SECTOR GENERAL,HOTEL POTRILLOS,12000,0,12000
SECTOR GENERAL,HOTEL GHL,10000,0,10000
SECTOR GENERAL,HOTEL DON LOLO,10000,0,10000
SECTOR GENERAL,HOTEL ROYAL PLAZA,10000,0,10000
SECTOR GENERAL,HOTEL CASA CAMAO,10000,0,10000
SECTOR GENERAL,HOTEK MARIA GLORIA,10000,0,10000
SECTOR GENERAL,HOTEL EL DORADO,10000,0,10000
SECTOR GENERAL,HOTEL VHERATTI,9000,0,9000
SECTOR GENERAL,HOTEL CAIMITO,9000,0,9000
SECTOR GENERAL,HOTEL IGUAZU,9000,0,9000
SECTOR GENERAL,HOTEL UNICENTRO,9000,0,9000
SECTOR GENERAL,MOTEL PASHA,10000,0,10000
SECTOR GENERAL,MOTEL MEDIA LUNA,16000,0,16000
SECTOR GENERAL,MOTEL TU Y YO,9000,0,9000
SECTOR GENERAL,MOTEL CASABLANCA,9000,0,9000
SECTOR GENERAL,MOTEL CUPIDO,9000,0,9000
SECTOR GENERAL,MOTEL OCOA,12000,0,12000
SECTOR GENERAL,MOTEL TANTRA,9000,0,9000
SECTOR GENERAL,MOTEL ZEUS,9000,0,9000
SECTOR GENERAL,UNIVERSIDAD DE LOS LLANOS BARCELONA,22000,0,22000
SECTOR GENERAL,UNIVERSIDAD DE LOS LLANOS BARZAL ALTO,10000,0,10000
SECTOR GENERAL,UNIVERSIDAD DE LOS LLANOS EMPORIO,10000,0,10000
SECTOR GENERAL,UNIVERSIDAD UNIMETA,9000,0,9000
SECTOR GENERAL,UNIVERSIDAD COOPERTIVA,12000,0,12000
SECTOR GENERAL,UNIVERSIDAD COOPERTIVA BARSAL BAJO,9000,0,9000
SECTOR GENERAL,UNIVERSIDAD SANTO TOMAS,10000,0,10000
SECTOR GENERAL,UNIVERSIDAD UNIMINUTO,14000,0,14000
SECTOR GENERAL,UNIVERSIDAD ANTONIO NARIÑO CECILIA,18000,0,18000
SECTOR GENERAL,COLEGIO LA SALLE,10000,0,10000
SECTOR GENERAL,COLEGIO SAGRADO CORAZON,10000,0,10000
SECTOR GENERAL,COLEGIO BILINGUAL ESPIRITU SANTO,10000,0,10000
SECTOR GENERAL,OXFORD BILINGUAL SCHOOL,25000,0,25000
SECTOR GENERAL,COLEGIO LICEO MAYOR,15000,0,15000
SECTOR GENERAL,COLEGIO COFREM,8000,0,8000
SECTOR GENERAL,COLEGIO NEIL ARMSTRONG BUQUE,11000,0,11000
SECTOR GENERAL,GIMNASIO CAMPESTRE EL BOSQUE BUQUE,10000,0,10000
SECTOR GENERAL,INSTITUCION EDUCATIVA LICEO CREADORES,10000,0,10000
SECTOR GENERAL,COLEGIO GUILLERMO ESTERO,10000,0,10000
SECTOR GENERAL,GIMNASIO INFANTIL LA TATA GRAMA,12000,0,12000
SECTOR GENERAL,COLEGIO SAN GABRIEL PANORAMA,12000,0,12000
SECTOR GENERAL,COLEGIO ANTONIO NARIÑO PANORAMA,12000,0,12000
SECTOR GENERAL,COLEGIO DEPARTAMENTAL LA ESPERANZA,10000,0,10000
SECTOR GENERAL,COLEGIO JUAN PABLO II,13000,0,13000
SECTOR GENERAL,INSTITUCION ANTONIO RICAUTE CASD,9000,0,9000
SECTOR GENERAL,INSTITUTO TECNICO INDUSTRIAL,10000,0,10000
SECTOR GENERAL,COLEGIO MATUS,9000,0,9000
SECTOR GENERAL,COLEGIO EDUARDO CARRANZA POPULAR,9000,0,9000
SECTOR GENERAL,COLEGIO EDUARDO CARRANZA CEIBA,8000,0,8000
SECTOR GENERAL,COLEGIO MANUELA BELTRAN,8000,0,8000
SECTOR GENERAL,COLEGIO PEQUEÑOS GIGANTES,8000,0,8000
SECTOR GENERAL,COLEGIO NUESTRA SEÑORA DEL CARMEN,8000,0,8000
SECTOR GENERAL,INSTITUCION EDUCATIVA INEM,8000,0,8000
SECTOR GENERAL,COLEGIO CLARENTINO,8000,0,8000
SECTOR GENERAL,COLEGIO GUATIQUIA,9000,0,9000
SECTOR GENERAL,COLEGIO TRAVESURAS,11000,0,11000
SECTOR GENERAL,COLEGIO DON BOSCO,11000,0,11000
SECTOR GENERAL,COLEGIO FRANCISCO JOSE DE CALDAS,10000,0,10000
SECTOR GENERAL,COLEGIO JOHN F KENNDY,10000,0,10000
SECTOR GENERAL,COLEGIO  ABRAHAM LINCOLN RETIRO,8000,0,8000
SECTOR GENERAL,COLEGIO  ABRAHAM LINCOLN VAINILLA,8000,0,8000
SECTOR GENERAL,COLEGIO FEMENINO,9000,0,9000
SECTOR GENERAL,COLEGIO INDUSTRIAL,9000,0,9000
SECTOR GENERAL,COLEGIO ADVENTISTA,11000,0,11000
SECTOR GENERAL,COLEGIO PENIEL,9000,0,9000
SECTOR GENERAL,COLEGIO CERVANTES SAAVEDRA,11000,0,11000
SECTOR GENERAL,COLEGIO SAN FRANCISCO DE ASIS,11000,0,11000
SECTOR GENERAL,COLEGIO SIES DE ABRIL,8000,0,8000
SECTOR GENERAL,PAQUE FUNDADORES,12000,0,12000
SECTOR GENERAL,PARQUE MI LLANURA,7000,0,7000
SECTOR GENERAL,PARQUE DE LA MEMORIA,8000,0,8000
SECTOR GENERAL,PARQUE DE LA VIDA COFREM,8000,0,8000
SECTOR GENERAL,PARQUE DEL HACHA,9000,0,9000
SECTOR GENERAL,PARQUE DE LAS BANDERAS,9000,0,9000
SECTOR GENERAL,PARQUE DE LOS ESTUDIANTES,9000,0,9000
SECTOR GENERAL,PARQUE INFANTIL,10000,0,10000
SECTOR GENERAL,PARQUE DE LA CRUZ,10000,0,10000
SECTOR GENERAL,PARQUE DEL AGUA,8000,0,8000
SECTOR GENERAL,PARQUE GUAYURIBA,12000,0,12000
SECTOR GENERAL,PARUQE DEL SIKUANI,8000,0,8000
SECTOR GENERAL,PARQUES DE LOS ARTESANOS,10000,0,10000
SECTOR GENERAL,GOBERNACION DEL META,10000,0,10000
SECTOR GENERAL,ALCALDIA DE VILLAVICEMCIO,10000,0,10000
SECTOR GENERAL,CONCEJO MUNICIPAL,10000,0,10000
SECTOR GENERAL,DIAN,10000,0,10000
SECTOR GENERAL,COMARA DE COMERCIO,9000,0,9000
SECTOR GENERAL,REGISTRADURIA,9000,0,9000
SECTOR GENERAL,PERSONERIA,8000,0,8000
SECTOR GENERAL,SECRETARIA DE LA MUJER,12000,0,12000
SECTOR GENERAL,CONTRALORIA,10000,0,10000
SECTOR GENERAL,INSTITUTO DE TURISMO,9000,0,9000
SECTOR GENERAL,INSTITUTO DE DEPORTES Y RECREACION,9000,0,9000
SECTOR GENERAL,MIRADOR PIEDRA DEL AMOR,23000,0,23000
SECTOR GENERAL,MIRADOR LAS GUACHARACAS,23000,0,23000
SECTOR GENERAL,MIRADOR ALBOR,20000,0,20000
SECTOR GENERAL,MIRADOR DON YO,20000,0,20000
SECTOR GENERAL,MIRADOR HUMADEA,20000,0,20000
SECTOR GENERAL,MIRADOR LAS ARPAS,20000,0,20000
SECTOR GENERAL,PARQUE LAS MALOCAS,15000,0,15000
SECTOR GENERAL,CRISTO REY,13000,0,13000
SECTOR GENERAL,PALCIO DE LOS JUGOS,10000,0,10000
SECTOR GENERAL,FOOD TRUCK PARK,10000,0,10000
SECTOR GENERAL,SIPOTE MALTIADA,9000,0,9000
SECTOR GENERAL,RESTAUTE LALA,17000,0,17000
SECTOR GENERAL,SELVATICO,18000,0,18000
SECTOR GENERAL,LA POSADA DEL ARRIERO,10000,0,10000
SECTOR GENERAL,LIMONCELLO PIZZERIA,11000,0,11000
SECTOR GENERAL,FRUTOS DEL MAR,10000,0,10000
SECTOR GENERAL,LA COFRADIA,10000,0,10000
SECTOR GENERAL,KOI SUCHI,9000,0,9000
SECTOR GENERAL,DONDE RIAÑOS,18000,0,18000
SECTOR GENERAL,LA BUCARAMANIA,10000,0,10000
SECTOR GENERAL,ASADERO LA TOPOCHERA,13000,0,13000
SECTOR GENERAL,EL AMARRDERO DEL MICO,15000,0,15000
SECTOR GENERAL,GUANAJUATO,9000,0,9000
SECTOR GENERAL,PENJAUS PAISA PRIMAVERA URBANA,11000,0,11000
SECTOR GENERAL,PENJAUS PAISA PARQUE INFANTIL,10000,0,10000
SECTOR GENERAL,EL CABRESTERO,15000,0,15000
SECTOR GENERAL,RESTAURENRE A1,10000,0,10000
SECTOR GENERAL,RESTAURENRE LOVE,10000,0,10000
SECTOR GENERAL,MONCHE COCINA PERUANA,10000,0,10000
SECTOR GENERAL,TERRAZAS VVC BISTRO,10000,0,10000
SECTOR GENERAL,BANCOLOMBIA CENTRO,10000,0,10000
SECTOR GENERAL,BANCO BOGOTA CENTRO,10000,0,10000
SECTOR GENERAL,CONCO AV VILLAS CENTRO,10000,0,10000
SECTOR GENERAL,BANCO DE OCCIDENTE CENTRO,10000,0,10000
SECTOR GENERAL,BANCO DE VIVIENDA CENTRO,10000,0,10000
SECTOR GENERAL,BANCO AGRARIO CENTRO,10000,0,10000
SECTOR GENERAL,BANCO BBVA CENTRO,10000,0,10000
SECTOR GENERAL,BANCO POPULAR CENTRO,10000,0,10000
SECTOR GENERAL,BANCO CAJA SOCIAL CENTRO,10000,0,10000
SECTOR GENERAL,BANCO COLPATRIA CENTRO,10000,0,10000
SECTOR GENERAL,BANCO FALABELLA,10000,0,10000
SECTOR GENERAL,BANCO PINCHINCHA,10000,0,10000
SECTOR GENERAL,BANCOOMEVA,10000,0,10000
SECTOR GENERAL,BANCO MUNDO MUJER,10000,0,10000
