sector,barrio,tarifa_base,recargo_distancia,tarifa_total
SECTOR GENERAL,INDUSTRIAL,10000,0,10000
SECTOR GENERAL,GUATIQUIA,0,0,0
SECTOR GENERAL,EL DIKE,0,0,0
SECTOR GENERAL,VILLA FABIOLA,10000,0,10000
SECTOR GENERAL,TOPACIO,11000,0,11000
SECTOR GENERAL,LOS VENCEDORES,12000,0,12000
SECTOR GENERAL,PORTALES DEL LLANO,16000,0,16000
SECTOR GENERAL,"NUEVA COLOMBIA 1,2",16000,0,16000
SECTOR GENERAL,SANTANDER,0,0,0
SECTOR GENERAL,MALVINAS,0,0,0
SECTOR GENERAL,CALAMAR,0,0,0
SECTOR GENERAL,SANTA FE,0,0,0
SECTOR GENERAL,SAN CARLOS,13000,0,13000
SECTOR GENERAL,RODEO,13000,0,13000
SECTOR GENERAL,SAN FERNANDO,10000,0,10000
SECTOR GENERAL,GAITAN BAJO,0,0,0
SECTOR GENERAL,BRISAS DEL GUATIQUIA,0,0,0
SECTOR GENERAL,SIMON BOLIVAR,10000,0,10000
SECTOR GENERAL,CAVIVIR,17000,0,17000
SECTOR GENERAL,RELIQUIA,17000,0,17000
SECTOR GENERAL,BETY CAMACHO,18000,0,18000
SECTOR GENERAL,FRIOGAN,17000,0,17000
SECTOR GENERAL,TRECE DE MAYO,18000,0,18000
SECTOR GENERAL,CANCHAS LA GAMBETA,17000,0,17000
SECTOR GENERAL,SALON DE EVENTOS JC,17999,0,17999
SECTOR GENERAL,BALNEARIO EL ESCONDITE,17000,0,17000
SECTOR GENERAL,HACIENDA LA MILAGROSA,18000,0,18000
SECTOR GENERAL,PARQUE KARMANU,18000,0,18000
SECTOR GENERAL,RANCHO J&C,18000,0,18000
SECTOR GENERAL,HOTEL LLANO DORADO,18000,0,18000
SECTOR GENERAL,CONDOMINIO BRIS DE JAZMIN,20000,0,20000
SECTOR GENERAL,DONDOMINIO CEDRITOS CAMPESTRE,20000,0,20000
SECTOR GENERAL,CONDOMINIO CAMPESTRE GUALANDAY,20000,0,20000
SECTOR GENERAL,CONJUNTO SAN CAMILO,20000,0,20000
SECTOR GENERAL,CIUDAD PORFIA,20000,0,20000
SECTOR GENERAL,LOS PINOS PORFIA,22000,0,22000
SECTOR GENERAL,VILLA JULIANA,22000,0,22000
SECTOR GENERAL,BRASILIA,20000,0,20000
SECTOR GENERAL,CHARRASCAL,20000,0,20000
SECTOR GENERAL,CIUDAD MILENIO,20000,0,20000
SECTOR GENERAL,VILLAS DE SAN AGUSTIN,20000,0,20000
SECTOR GENERAL,LAMADRID,23000,0,23000
SECTOR GENERAL,CANCHAS PRIMER TIEMPO,18000,0,18000
SECTOR GENERAL,LA NORA,23000,0,23000
SECTOR GENERAL,CONDOMINIO CAMPESTRE PIEDEMONTE,20000,0,20000
SECTOR GENERAL,GRAMALOTE,20000,0,20000
SECTOR GENERAL,SAMAN DE LA RIVERA,18000,0,18000
SECTOR GENERAL,LA CUNCIA,25000,0,25000
SECTOR GENERAL,JUAN PABLO,17000,0,17000
SECTOR GENERAL,CONDOMINIO BOSQUE DE PROVIDENCIA,17000,0,17000
SECTOR GENERAL,MOTEL MEDIA LUNA,16000,0,16000
SECTOR GENERAL,PARCELAS DE SAN CARLOS,20000,0,20000
SECTOR GENERAL,QUINTAS DE SANTA ANA VEREDA,20000,0,20000
SECTOR GENERAL,BALMORAL,18000,0,18000
SECTOR GENERAL,CONDOMINIO MONTEMADERO,18000,0,18000
SECTOR GENERAL,VEREDA CECILIA,18000,0,18000
SECTOR GENERAL,UNIVERSIDAD ANTONIO NARIÑO,18000,0,18000
SECTOR GENERAL,CAMINOS DEL MEDITERRANEO,18000,0,18000
SECTOR GENERAL,BARU,20000,0,20000
SECTOR GENERAL,BARQUITOS,18000,0,18000
SECTOR GENERAL,VEREDA APIAY,25000,0,25000
SECTOR GENERAL,LA FUERZA AERIA,23000,0,23000
SECTOR GENERAL,CUARTA DEVISION DEL EJERCITO,23000,0,23000
SECTOR GENERAL,VEREDA LLANERITA,30000,0,30000
SECTOR GENERAL,VILLA SUIZA,25000,0,25000
SECTOR GENERAL,VEREDA BARCELONA,22000,0,22000
SECTOR GENERAL,UNIVERSIDAD LOS LLANOS BARCELONA,22000,0,22000
SECTOR GENERAL,HACHON SENA,25000,0,25000
SECTOR GENERAL,AEROPUERTO,13000,0,13000
SECTOR GENERAL,POSO AZUL,12000,0,12000
SECTOR GENERAL,VEREDA VANGUARDIA,13000,0,13000
SECTOR GENERAL,ALDEA LA AURORA,12000,0,12000
SECTOR GENERAL,VIA ANTIGUA RESTREPO,12000,0,12000
SECTOR GENERAL,LA BENDITA,12000,0,12000
SECTOR GENERAL,AVEMARIA,12000,0,12000
SECTOR GENERAL,CANCHAS SOCCER,13000,0,13000
SECTOR GENERAL,CONDOMINIO SANRA BARBARA,13000,0,13000
SECTOR GENERAL,HOGAR GERRIATRICO DIVINO NIÑO JESUS,13000,0,13000
SECTOR GENERAL,LA CHORRERA,13000,0,13000
SECTOR GENERAL,CONDOMINIO SANTA BARBARA,13000,0,13000
SECTOR GENERAL,HOTEL HERRADURO,13000,0,13000
SECTOR GENERAL,MOTEL HOLLYWOO,13000,0,13000
SECTOR GENERAL,HOTEL VANGUARDIA,13000,0,13000
SECTOR GENERAL,CONDOMINIO SALAMANCA,12000,0,12000
SECTOR GENERAL,PARQUE OCARROS,13000,0,13000
SECTOR GENERAL,CEMENTERIO JARDINES DEL LLANO,13000,0,13000
SECTOR GENERAL,CONDOMINIO FLOR MURADO,15000,0,15000
SECTOR GENERAL,CONDOMINIO LOS ALPES,15000,0,15000
SECTOR GENERAL,VEREDA LA POYATA,20000,0,20000
SECTOR GENERAL,PEAJE PUENTE AMARILLO,15000,0,15000
SECTOR GENERAL,CONDOMINIO CAMPESTRE PALMA REAL,16000,0,16000
SECTOR GENERAL,VEREDA ARGENTINA,18000,0,18000
SECTOR GENERAL,RESTREPO,30000,0,30000
SECTOR GENERAL,RESERVA SAN NICOLAS VEREDA CAIRO,18000,0,18000
SECTOR GENERAL,VILLAS DEL SANTUARIO CAIRO,18000,0,18000
SECTOR GENERAL,CONDOMINIO CAMPRESTE ENTRE LAGOS,18000,0,18000
SECTOR GENERAL,CONDOMINIO SAN BASILIO CAIRO,18000,0,18000
SECTOR GENERAL,CONJUNTO LA CASTELLANA CAIRO,18000,0,18000
SECTOR GENERAL,GIMNACIO LOS OCOBOS CAIRO,18000,0,18000
SECTOR GENERAL,CONDOMIO TIERRA DEL SOL CAIRO,18000,0,18000
SECTOR GENERAL,CONDOMINIO LA QUINTA CAIRO,18000,0,18000
SECTOR GENERAL,CONJUNTO SAN ANGEL CAIRO,18000,0,18000
SECTOR GENERAL,ONDOMINIO CALLENA CAIRO,18000,0,18000
SECTOR GENERAL,RESERVAS DEL CAIRO,18000,0,18000
SECTOR GENERAL,VILLAS DEL CAIRO,18000,0,18000
SECTOR GENERAL,CONDOMINIO LA PRIMAVERA CAIRO,20000,0,20000
SECTOR GENERAL,CENTRO COMERCIAL UNICO,12000,0,12000
SECTOR GENERAL,CENTRO COMERCIAL LLANOCENTRO,12000,0,12000
SECTOR GENERAL,CENTRO COMERCIAL VILLACENTRO,12000,0,12000
SECTOR GENERAL,CENTRO COMERCIAL UNICENTRO,11000,0,11000
SECTOR GENERAL,CONTRO COMERCIAL VIVA,12000,0,12000
SECTOR GENERAL,CENTRO COMERCIAL PRIMAVERA URBANA,12000,0,12000
SECTOR GENERAL,CENTRO COMERCIAL LA HACIENDA,12000,0,12000
SECTOR GENERAL,CENTRO COMERCIAL MARANDUA,10000,0,10000
SECTOR GENERAL,CENTRO COMERCILA VILLA JULIA,10000,0,10000
SECTOR GENERAL,PARQUE CENTRAL,9000,0,9000
SECTOR GENERAL,CELLE DE FLORESTERIAS,9000,0,9000
SECTOR GENERAL,PAQUE DE LOS ESTIDIANTE,9000,0,9000
SECTOR GENERAL,PARQUE DE BANDERAS,9000,0,9000
SECTOR GENERAL,SANI SIDRO,9000,0,9000
SECTOR GENERAL,VILLA JULIA,9000,0,9000
SECTOR GENERAL,ÉXITO CENTRO,9000,0,9000
SECTOR GENERAL,MARANDUO CENTRO,9000,0,9000
SECTOR GENERAL,PARQUE DE LA CRUZ,9000,0,9000
SECTOR GENERAL,PLAZA LIBERTADORES,9000,0,9000
SECTOR GENERAL,PARQUE INFANTIAL,9000,0,9000
SECTOR GENERAL,CRUZ ROJA,9000,0,9000
SECTOR GENERAL,HOTEL BAHIA,12000,0,12000
SECTOR GENERAL,HOTEL JUANCHO,12000,0,12000
SECTOR GENERAL,HOTEL ORIENTE PLAZA,12000,0,12000
SECTOR GENERAL,HOTEL VILLA JOHANA,12000,0,12000
SECTOR GENERAL,HOTEL MORICHAL PLAZA,12000,0,12000
SECTOR GENERAL,HOTEL LLANO LINDO,12000,0,12000
SECTOR GENERAL,HOTEL ARIARI AZUL,12000,0,12000
SECTOR GENERAL,HOTEL RUBIALES,12000,0,12000
SECTOR GENERAL,HOTEL EL TERMINAL,12000,0,12000
SECTOR GENERAL,HOTEL CAMELIAS,12000,0,12000
SECTOR GENERAL,HOTEL ALCARAVAN REAL,12000,0,12000
SECTOR GENERAL,HOTEL REY DAVID,12000,0,12000
SECTOR GENERAL,HOTEL HACARITAMA COLONIAL,12000,0,12000
SECTOR GENERAL,HOTEL HEIDI,12000,0,12000
SECTOR GENERAL,HOTEL CAQUECEÑO,12000,0,12000
SECTOR GENERAL,HOTEL MAMÁ,12000,0,12000
SECTOR GENERAL,HOTEL ESTAMPA LLANERA,12000,0,12000
SECTOR GENERAL,HOTEL SHA,12000,0,12000
SECTOR GENERAL,HOTEL OLAM,12000,0,12000
SECTOR GENERAL,HOTEL CAYENA,9000,0,9000
SECTOR GENERAL,HOTEL CARIMAGUA,9000,0,9000
SECTOR GENERAL,HOTEL NAPOLITANO,9000,0,9000
SECTOR GENERAL,HOTEL SOL DEL LLANO,9000,0,9000
SECTOR GENERAL,HOTEL GRAN RESERVA,9000,0,9000
SECTOR GENERAL,HOTEL VVC,9000,0,9000
SECTOR GENERAL,HOTEL CENTAUROS,9000,0,9000
SECTOR GENERAL,HOTEL SERRANIA REAL,9000,0,9000
SECTOR GENERAL,HOTEL INAMBU,9000,0,9000
SECTOR GENERAL,HOTEL SOL DORADO,9000,0,9000
SECTOR GENERAL,HOTEL PALMA REAL,9000,0,9000
SECTOR GENERAL,HOTEL CAPRI,9000,0,9000
SECTOR GENERAL,HOTEL SANTA ISABEK,9000,0,9000
SECTOR GENERAL,HOTEL LA GARZA ROJO,9000,0,9000
SECTOR GENERAL,HOTEL COLINAS DEL LLANO,9000,0,9000
SECTOR GENERAL,HOTEL VILLA JULIANA,9000,0,9000
SECTOR GENERAL,HOTEL TRAVEL BLUE,9000,0,9000
SECTOR GENERAL,HOTEL CIELOS ABIERTOS,9000,0,9000
SECTOR GENERAL,HOTEL MARIA DANNY,9000,0,9000
SECTOR GENERAL,HOTEL PLAZA GAVAN,9000,0,9000
SECTOR GENERAL,HOTEL CENTAUROS,9000,0,9000
SECTOR GENERAL,HOTEL DEL LLANO,8000,0,8000
SECTOR GENERAL,HOTEL ARBOLEDAS PLAZA,12000,0,12000
SECTOR GENERAL,HOTEL OBELISCO LLANERO,12000,0,12000
SECTOR GENERAL,HOTEL SANTI,12000,0,12000
SECTOR GENERAL,HOTEL VIMAR,12000,0,12000
SECTOR GENERAL,HOTEL SOLEV,12000,0,12000
SECTOR GENERAL,HOTEL LIDER DEL LLANO,12000,0,12000
SECTOR GENERAL,HOTEL ALAMEDA,12000,0,12000
SECTOR GENERAL,HOTEL SAN IGNACIO,12000,0,12000
SECTOR GENERAL,HOTEL MI LLANO,12000,0,12000
SECTOR GENERAL,HOTEL POTRILLOS,12000,0,12000
SECTOR GENERAL,HOTEL GHL,10000,0,10000
SECTOR GENERAL,HOTEL DON LOLO,10000,0,10000
SECTOR GENERAL,HOTEL ROYAL PLAZA,10000,0,10000
SECTOR GENERAL,HOTEL CASA CAMAO,10000,0,10000
SECTOR GENERAL,HOTEK MARIA GLORIA,10000,0,10000
SECTOR GENERAL,HOTEL EL DORADO,10000,0,10000
SECTOR GENERAL,HOTEL VHERATTI,10000,0,10000
SECTOR GENERAL,HOTEL CAIMITO,10000,0,10000
SECTOR GENERAL,HOTEL IGUAZU,10000,0,10000
SECTOR GENERAL,HOTEL UNICENTRO,10000,0,10000
SECTOR GENERAL,MOTEL PASHA,10000,0,10000
SECTOR GENERAL,MOTEL MEDIA LUNA,17000,0,17000
SECTOR GENERAL,MOTEL TU Y YO,10000,0,10000
SECTOR GENERAL,MOTEL CASABLANCA,10000,0,10000
SECTOR GENERAL,MOTEL CUPIDO,10000,0,10000
SECTOR GENERAL,MOTEL OCOA,15000,0,15000
SECTOR GENERAL,MOTEL TANTRA,10000,0,10000
SECTOR GENERAL,MOTEL ZEUS,10000,0,10000
SECTOR GENERAL,UNIVERSIDAD DE LOS LLANOS BARCELONA,22000,0,22000
SECTOR GENERAL,UNIVERSIDAD DE LOS LLANOS BARZAL ALTO,10000,0,10000
SECTOR GENERAL,UNIVERSIDAD DE LOS LLANOS EMPORIO,8000,0,8000
SECTOR GENERAL,UNIVERSIDAD UNIMETA,9000,0,9000
SECTOR GENERAL,UNIVERSIDAD COOPERTIVA,15000,0,15000
SECTOR GENERAL,UNIVERSIDAD COOPERTIVA BARSAL BAJO,10000,0,10000
SECTOR GENERAL,UNIVERSIDAD SANTO TOMAS,13000,0,13000
SECTOR GENERAL,UNIVERSIDAD UNIMINUTO,15000,0,15000
SECTOR GENERAL,UNIVERSIDAD ANTONIO NARIÑO CECILIA,18000,0,18000
SECTOR GENERAL,COLEGIO LA SALLE,9000,0,9000
SECTOR GENERAL,COLEGIO SAGRADO CORAZON,9000,0,9000
SECTOR GENERAL,COLEGIO BILINGUAL ESPIRITU SANTO,10000,0,10000
SECTOR GENERAL,OXFORD BILINGUAL SCHOOL,25000,0,25000
SECTOR GENERAL,COLEGIO LICEO MAYOR,15000,0,15000
SECTOR GENERAL,COLEGIO COFREM,10000,0,10000
SECTOR GENERAL,COLEGIO NEIL ARMSTRONG BUQUE,9000,0,9000
SECTOR GENERAL,GIMNASIO CAMPESTRE EL BOSQUE BUQUE,10000,0,10000
SECTOR GENERAL,INSTITUCION EDUCATIVA LICEO CREADORES,10000,0,10000
SECTOR GENERAL,COLEGIO GUILLERMO ESTERO,11000,0,11000
SECTOR GENERAL,GIMNASIO INFANTIL LA TATA GRAMA,8000,0,8000
SECTOR GENERAL,COLEGIO SAN GABRIEL PANORAMA,9000,0,9000
SECTOR GENERAL,COLEGIO ANTONIO NARIÑO PANORAMA,9000,0,9000
SECTOR GENERAL,COLEGIO DEPARTAMENTAL LA ESPERANZA,11000,0,11000
SECTOR GENERAL,COLEGIO JUAN PABLO II,17000,0,17000
SECTOR GENERAL,INSTITUCION ANTONIO RICAUTE CASD,10000,0,10000
SECTOR GENERAL,INSTITUTO TECNICO INDUSTRIAL,10000,0,10000
SECTOR GENERAL,COLEGIO MATUS,10000,0,10000
SECTOR GENERAL,COLEGIO EDUARDO CARRANZA POPULAR,11000,0,11000
SECTOR GENERAL,COLEGIO EDUARDO CARRANZA CEIBA,10000,0,10000
SECTOR GENERAL,COLEGIO MANUELA BELTRAN,11000,0,11000
SECTOR GENERAL,COLEGIO PEQUEÑOS GIGANTES,10000,0,10000
SECTOR GENERAL,COLEGIO NUESTRA SEÑORA DEL CARMEN,10000,0,10000
SECTOR GENERAL,INSTITUCION EDUCATIVA INEM,9000,0,9000
SECTOR GENERAL,COLEGIO CLARENTINO,10000,0,10000
SECTOR GENERAL,COLEGIO GUATIQUIA,10000,0,10000
SECTOR GENERAL,COLEGIO TRAVESURAS,10000,0,10000
SECTOR GENERAL,COLEGIO DON BOSCO,11000,0,11000
SECTOR GENERAL,COLEGIO FRANCISCO JOSE DE CALDAS,10000,0,10000
SECTOR GENERAL,COLEGIO JOHN F KENNDY,10000,0,10000
SECTOR GENERAL,COLEGIO  ABRAHAM LINCOLN RETIRO,10000,0,10000
SECTOR GENERAL,COLEGIO  ABRAHAM LINCOLN VAINILLA,10000,0,10000
SECTOR GENERAL,COLEGIO FEMENINO,10000,0,10000
SECTOR GENERAL,COLEGIO INDUSTRIAL,10000,0,10000
SECTOR GENERAL,COLEGIO ADVENTISTA,11000,0,11000
SECTOR GENERAL,COLEGIO PENIEL,10000,0,10000
SECTOR GENERAL,COLEGIO CERVANTES SAAVEDRA,11000,0,11000
SECTOR GENERAL,COLEGIO SAN FRANCISCO DE ASIS,11000,0,11000
SECTOR GENERAL,COLEGIO SIES DE ABRIL,10000,0,10000
SECTOR GENERAL,PAQUE FUNDADORES,12000,0,12000
SECTOR GENERAL,PARQUE MI LLANURA,10000,0,10000
SECTOR GENERAL,PARQUE DE LA MEMORIA,10000,0,10000
SECTOR GENERAL,PARQUE DE LA VIDA COFREM,10000,0,10000
SECTOR GENERAL,PARQUE DEL HACHA,9000,0,9000
SECTOR GENERAL,PARQUE DE LAS BANDERAS,9000,0,9000
SECTOR GENERAL,PARQUE DE LOS ESTUDIANTES,9000,0,9000
SECTOR GENERAL,PARQUE INFANTIL,9000,0,9000
SECTOR GENERAL,PARQUE DE LA CRUZ,9000,0,9000
SECTOR GENERAL,PARQUE DEL AGUA,10000,0,10000
SECTOR GENERAL,PARQUE GUAYURIBA,10000,0,10000
SECTOR GENERAL,PARUQE DEL SIKUANI,10000,0,10000
SECTOR GENERAL,PARQUES DE LOS ARTESANOS,8000,0,8000
SECTOR GENERAL,GOBERNACION DEL META,9000,0,9000
SECTOR GENERAL,ALCALDIA DE VILLAVICEMCIO,9000,0,9000
SECTOR GENERAL,CONCEJO MUNICIPAL,9000,0,9000
SECTOR GENERAL,DIAN,9000,0,9000
SECTOR GENERAL,COMARA DE COMERCIO,9000,0,9000
SECTOR GENERAL,REGISTRADURIA,9000,0,9000
SECTOR GENERAL,PERSONERIA,10000,0,10000
SECTOR GENERAL,SECRETARIA DE LA MUJER,12000,0,12000
SECTOR GENERAL,CONTRALORIA,8000,0,8000
SECTOR GENERAL,INSTITUTO DE TURISMO,9000,0,9000
SECTOR GENERAL,INSTITUTO DE DEPORTES Y RECREACION,9000,0,9000
SECTOR GENERAL,MIRADOR PIEDRA DEL AMOR,20000,0,20000
SECTOR GENERAL,MIRADOR LAS GUACHARACAS,20000,0,20000
SECTOR GENERAL,MIRADOR ALBOR,18000,0,18000
SECTOR GENERAL,MIRADOR DON YO,18000,0,18000
SECTOR GENERAL,MIRADOR HUMADEA,18000,0,18000
SECTOR GENERAL,MIRADOR LAS ARPAS,18000,0,18000
SECTOR GENERAL,PARQUE LAS MALOCAS,17000,0,17000
SECTOR GENERAL,CRISTO REY,12000,0,12000
SECTOR GENERAL,PALCIO DE LOS JUGOS,9000,0,9000
SECTOR GENERAL,FOOD TRUCK PARK,9000,0,9000
SECTOR GENERAL,SIPOTE MALTIADA,9000,0,9000
SECTOR GENERAL,RESTAUTE LALA,12000,0,12000
SECTOR GENERAL,SELVATICO,18000,0,18000
SECTOR GENERAL,LA POSADA DEL ARRIERO,10000,0,10000
SECTOR GENERAL,LIMONCELLO PIZZERIA,10000,0,10000
SECTOR GENERAL,FRUTOS DEL MAR,8000,0,8000
SECTOR GENERAL,LA COFRADIA,11000,0,11000
SECTOR GENERAL,KOI SUCHI,11000,0,11000
SECTOR GENERAL,DONDE RIAÑOS,18000,0,18000
SECTOR GENERAL,LA BUCARAMANIA,10000,0,10000
SECTOR GENERAL,ASADERO LA TOPOCHERA,14000,0,14000
SECTOR GENERAL,EL AMARRDERO DEL MICO,12000,0,12000
SECTOR GENERAL,GUANAJUATO,11000,0,11000
SECTOR GENERAL,PENJAUS PAISA PRIMAVERA URBANA,12000,0,12000
SECTOR GENERAL,PENJAUS PAISA PARQUE INFANTIL,9000,0,9000
SECTOR GENERAL,EL CABRESTERO,15000,0,15000
SECTOR GENERAL,RESTAURENRE A1,10000,0,10000
SECTOR GENERAL,RESTAURENRE LOVE,10000,0,10000
SECTOR GENERAL,MONCHE COCINA PERUANA,10000,0,10000
SECTOR GENERAL,TERRAZAS VVC BISTRO,9000,0,9000
SECTOR GENERAL,BANCOLOMBIA CENTRO,9000,0,9000
SECTOR GENERAL,BANCO BOGOTA CENTRO,9000,0,9000
SECTOR GENERAL,CONCO AV VILLAS CENTRO,9000,0,9000
SECTOR GENERAL,BANCO DE OCCIDENTE CENTRO,9000,0,9000
SECTOR GENERAL,BANCO DE VIVIENDA CENTRO,9000,0,9000
SECTOR GENERAL,BANCO AGRARIO CENTRO,9000,0,9000
SECTOR GENERAL,BANCO BBVA CENTRO,9000,0,9000
SECTOR GENERAL,BANCO POPULAR CENTRO,9000,0,9000
SECTOR GENERAL,BANCO CAJA SOCIAL CENTRO,9000,0,9000
SECTOR GENERAL,BANCO COLPATRIA CENTRO,9000,0,9000
SECTOR GENERAL,BANCO FALABELLA,9000,0,9000
SECTOR GENERAL,BANCO PINCHINCHA,9000,0,9000
SECTOR GENERAL,BANCOOMEVA,9000,0,9000
SECTOR GENERAL,BANCO MUNDO MUJER,9000,0,9000
